GLOBALEVENTID,SQLDATE,Actor1Name,AvgTone
749344131,20180420,MONSANTO,-0.438596491
749344133,20180420,MONSANTO,-0.438596491
749344132,20180420,MONSANTO,-0.438596491
749344125,20180420,MONSANTO,-0.438596491
749344134,20180420,MONSANTO,-0.438596491
749344123,20180420,MONSANTO,-0.438596491
749301644,20180420,ALLIANCE RESOURCE PARTNERS,-0.430416069
749301645,20180420,ALLIANCE RESOURCE PARTNERS,-0.430416069
749443652,20180420,BOEING,-0.421052632
749498710,20180420,GOOGLE,-0.41025641
749212533,20180420,GENERAL ELECTRIC,-0.405679513
749212521,20180420,GENERAL ELECTRIC,-0.405679513
749338472,20180420,GOOGLE,-0.4
749485634,20180420,PFIZER,-0.386100386
749472720,20180420,ROYAL CARIBBEAN,-0.386100386
749447241,20180420,BLACKROCK,-0.385524514
749282631,20180420,BUFFALO WILD WINGS,-0.38277512
749429513,20180420,NETFLIX,-0.373134328
749463599,20180420,MICROSOFT,-0.37037037
749256056,20180420,NETFLIX,-0.37037037
749376033,20180420,GENERAL ELECTRIC,-0.36101083
749447243,20180420,BLACKROCK,-0.360320725
749346210,20180420,GOOGLE,-0.337837838
749222801,20180420,COMCAST,-0.309917355
749476334,20180420,MERRILL LYNCH,-0.282885431
749441488,20180420,GOOGLE,-0.273224044
751131426,20180420,SOUTHWEST AIRLINES,-0.248756219
749256054,20180420,PROTALIX BIOTHERAPEUTICS,-0.235294118
749447242,20180420,BLACKROCK,-0.234301781
749272271,20180420,BON TON STORES,-0.228832952
749272272,20180420,BON TON STORES,-0.228832952
749488119,20180420,SUNTRUST BANKS,-0.22172949
749269633,20180420,MICROSOFT,-0.213675214
749269634,20180420,MICROSOFT,-0.213675214
749495717,20180420,JETBLUE,-0.212992545
749495722,20180420,JETBLUE,-0.212992545
749495723,20180420,JETBLUE,-0.212992545
749495719,20180420,JETBLUE,-0.212992545
749495720,20180420,JETBLUE,-0.212992545
749495721,20180420,JETBLUE,-0.212992545
749222775,20180420,WELLS FARGO,-0.19047619
749222766,20180420,WELLS FARGO,-0.19047619
749467012,20180420,NETFLIX,-0.183150183
749467020,20180420,NETFLIX,-0.183150183
749357853,20180420,BOEING,-0.18115942
749357854,20180420,BOEING,-0.18115942
749384769,20180420,GOOGLE,-0.175438596
749384749,20180420,MICROSOFT,-0.175438596
749384770,20180420,GOOGLE,-0.175438596
749445520,20180420,GOOGLE,-0.124223602
749272270,20180420,GRAPHIC PACKAGING HOLDING COMPANY,-0.119617225
749272282,20180420,MOTOROLA,-0.109769484
749479632,20180420,INTERNATIONAL GAME TECHNOLOGY,-0.104166667
749227199,20180420,GOOGLE,-0.094250707
749472724,20180420,STARBUCKS,0
749266123,20180420,BOEING,0
749330377,20180420,PIMCO,0
749482024,20180420,MATTEL,0
749258914,20180420,QUALCOMM,0
749467021,20180420,BOEING,0
749488127,20180420,VERIZON,0
749398617,20180420,BOEING,0
749433518,20180420,BOEING,0
749482023,20180420,MATTEL,0
749482022,20180420,MATTEL,0
749330378,20180420,PIMCO,0
749247288,20180420,GOOGLE,0
749416450,20180420,WELLS FARGO,0
749301647,20180420,GOOGLE,0
749346203,20180420,HONEYWELL INTERNATIONAL INC,0
749493017,20180420,KEYCORP,0
749371443,20180420,QUALCOMM,0
749326758,20180420,GOOGLE,0
749493016,20180420,KEYCORP,0
749435538,20180420,RAYTHEON,0
749244275,20180420,GOOGLE,0
749247287,20180420,GOOGLE,0
749482019,20180420,MATTEL,0
749467022,20180420,BOEING,0
749433517,20180420,BOEING,0
749482018,20180420,MATTEL,0
749482017,20180420,MATTEL,0
749247286,20180420,GOOGLE,0
749373547,20180420,COMCAST,0
749416452,20180420,WELLS FARGO,0
749416451,20180420,WELLS FARGO,0
749247289,20180420,GOOGLE,0
749247277,20180420,STARBUCKS,0
749268309,20180420,NETFLIX,0.037521094
749424191,20180420,GOOGLE,0.079113924
749365270,20180420,VERIZON,0.089445438
749369115,20180420,NETFLIX,0.097465887
749369116,20180420,NETFLIX,0.097465887
749318188,20180420,GOLDMAN SACHS,0.098425197
749412632,20180420,GOOGLE,0.118343195
749388824,20180420,TELEDYNE TECHNOLOGIES,0.12345679
749388823,20180420,TELEDYNE TECHNOLOGIES,0.12345679
749467033,20180420,GOOGLE,0.129701686
749261865,20180420,STARBUCKS,0.155520995
749237914,20180420,EXXON,0.163132137
749237915,20180420,EXXON,0.163132137
749237917,20180420,EXXON,0.163132137
749429514,20180420,MICROSOFT,0.177619893
749439682,20180420,ALEXION PHARMACEUTICAL,0.185988841
749439681,20180420,ALEXION PHARMACEUTICAL,0.185988841
749439683,20180420,ALEXION PHARMACEUTICAL,0.185988841
749467016,20180420,KRISPY KREME,0.187265918
749264692,20180420,MOTOROLA,0.187265918
749264691,20180420,MOTOROLA,0.187265918
749408868,20180420,GOOGLE,0.188679245
749398618,20180420,BOEING,0.19379845
749230906,20180420,ABBOTT LABORATORIES,0.198216056
749476346,20180420,GOOGLE,0.210084034
749269631,20180420,MATTEL,0.240963855
749269632,20180420,MATTEL,0.240963855
749386848,20180420,NETFLIX,0.244498778
749347862,20180420,GOOGLE,0.245499182
749347864,20180420,GOOGLE,0.245499182
749450947,20180420,GOOGLE,0.250626566
749234608,20180420,MOTOROLA,0.258397933
749424183,20180420,COSTCO,0.264900662
749298642,20180420,NETFLIX,0.266666667
749298640,20180420,NETFLIX,0.266666667
749298644,20180420,NETFLIX,0.266666667
749298645,20180420,NETFLIX,0.266666667
749298643,20180420,NETFLIX,0.266666667
749298646,20180420,NETFLIX,0.266666667
749298641,20180420,NETFLIX,0.266666667
749384772,20180420,GOOGLE,0.27100271
749495718,20180420,BOEING,0.273972603
749450934,20180420,CONOCOPHILLIPS,0.280636109
749396714,20180420,OMEROS CORPORATION,0.286768391
749431638,20180420,GOOGLE,0.294117647
749386847,20180420,NETFLIX,0.309597523
749479630,20180420,MATTEL,0.318471338
749322406,20180420,MICROSOFT,0.322061192
749502450,20180420,BOEING,0.344827586
749230897,20180420,BOEING,0.355871886
749450944,20180420,NETFLIX,0.364963504
749450937,20180420,NETFLIX,0.364963504
749230899,20180420,MARINEMAX INC,0.37037037
749230900,20180420,MARINEMAX INC,0.37037037
749365271,20180420,GOOGLE,0.387365912
749365272,20180420,GOOGLE,0.387365912
749365273,20180420,GOOGLE,0.387365912
749365274,20180420,GOOGLE,0.387365912
749376029,20180420,TEXTRON,0.392156863
749396719,20180420,GOOGLE,0.394632991
749396713,20180420,MATTEL,0.394632991
749396720,20180420,GOOGLE,0.394632991
749288873,20180420,BRISTOL MYERS SQUIBB,0.405405405
749288874,20180420,BRISTOL MYERS SQUIBB,0.405405405
749498703,20180420,MICROSOFT,0.414937759
749498704,20180420,MICROSOFT,0.414937759
749424174,20180420,LOCKHEED MARTIN,0.428265525
749369108,20180420,BLACKROCK,0.444938821
749404759,20180420,NETFLIX,0.448717949
749456449,20180420,EXXON MOBIL,0.45045045
749227196,20180420,GOOGLE,0.452488688
749227197,20180420,GOOGLE,0.452488688
749330372,20180420,CITIGROUP,0.453001133
749472719,20180420,ROYAL CARIBBEAN,0.458715596
749420467,20180420,GOOGLE,0.459770115
749439679,20180420,SOUTHWEST AIRLINES,0.460829493
749237916,20180420,SANDRIDGE ENERGY,0.464037123
749222799,20180420,GOOGLE,0.474383302
749222798,20180420,GOOGLE,0.474383302
749261864,20180420,KANSAS CITY SOUTHERN,0.476758045
749342176,20180420,GOOGLE,0.497512438
749443669,20180420,GOOGLE,0.497512438
749224991,20180420,NETFLIX,0.5
749349837,20180420,DISNEY,0.527983105
749349834,20180420,DISNEY,0.527983105
749244265,20180420,EASTGROUP PROPERTIES,0.542495479
749380337,20180420,PRIMERICA,0.546448087
749369113,20180420,SIGMA ALDRICH,0.548696845
749404761,20180420,COCA COLA,0.552535045
749322420,20180420,GOOGLE,0.553250346
749472726,20180420,STARBUCKS,0.555555556
749472723,20180420,STARBUCKS,0.555555556
749237911,20180420,KEYCORP,0.578871201
749217977,20180420,NVIDIA,0.580270793
749250484,20180420,QUEST DIAGNOSTICS INCORPORATED,0.589622642
749250483,20180420,QUEST DIAGNOSTICS INCORPORATED,0.589622642
749491200,20180420,VERIZON,0.598802395
749491199,20180420,VERIZON,0.598802395
749241166,20180420,GOOGLE,0.601202405
749241165,20180420,GOOGLE,0.601202405
749272275,20180420,MICROSOFT,0.607902736
749272285,20180420,GOOGLE,0.607902736
749459898,20180420,GOOGLE,0.613496933
749459899,20180420,GOOGLE,0.613496933
749394822,20180420,GOOGLE,0.628930818
749230913,20180420,GOOGLE,0.636642301
749230916,20180420,GOOGLE,0.636642301
749230931,20180420,GOOGLE,0.636642301
749230929,20180420,GOOGLE,0.636642301
749230915,20180420,GOOGLE,0.636642301
749230912,20180420,GOOGLE,0.636642301
749230917,20180420,GOOGLE,0.636642301
749230908,20180420,GOOGLE,0.636642301
749230918,20180420,GOOGLE,0.636642301
749230926,20180420,GOOGLE,0.636642301
749230928,20180420,GOOGLE,0.636642301
749230921,20180420,GOOGLE,0.636642301
749230930,20180420,GOOGLE,0.636642301
749488117,20180420,WELLS FARGO,0.641025641
749488116,20180420,WELLS FARGO,0.641025641
749488123,20180420,WELLS FARGO,0.641025641
749278921,20180420,NETFLIX,0.64516129
749264690,20180420,GOOGLE,0.663716814
749234590,20180420,SOUTHWEST AIRLINES,0.675675676
749234591,20180420,SOUTHWEST AIRLINES,0.675675676
749222792,20180420,STARBUCKS,0.69047619
749290297,20180420,GOOGLE,0.695249131
749371440,20180420,MONSANTO,0.704225352
749371442,20180420,MONSANTO,0.704225352
749371441,20180420,MONSANTO,0.704225352
749371439,20180420,MONSANTO,0.704225352
749408871,20180420,GOOGLE,0.712656784
749408869,20180420,GOOGLE,0.712656784
749408870,20180420,GOOGLE,0.712656784
749334584,20180420,CIENA CORPORATION,0.713557594
749334585,20180420,CIENA CORPORATION,0.713557594
749232602,20180420,QUALCOMM,0.716845878
749361653,20180420,GOOGLE,0.726392252
749361650,20180420,GOOGLE,0.726392252
749361652,20180420,GOOGLE,0.726392252
749301642,20180420,EASTGROUP PROPERTIES,0.726744186
749245450,20180420,GOOGLE,0.731261426
749344118,20180420,MICROSOFT,0.740740741
749491183,20180420,COSTCO,0.74819187
749491185,20180420,DISNEY,0.74819187
749491184,20180420,COSTCO,0.74819187
749250461,20180420,NEUBERGER BERMAN,0.752823087
749250481,20180420,NEUBERGER BERMAN,0.752823087
749400606,20180420,COCA COLA,0.754609929
749400607,20180420,COCA COLA,0.754609929
749400605,20180420,COCA COLA,0.754609929
749342170,20180420,NETFLIX,0.766283525
749456451,20180420,GOOGLE,0.769230769
749456452,20180420,GOOGLE,0.769230769
749349843,20180420,QUALCOMM,0.775193798
749488114,20180420,ROYAL CARIBBEAN,0.777604977
749488113,20180420,ROYAL CARIBBEAN,0.777604977
749498707,20180420,GOOGLE,0.785340314
749498711,20180420,GOOGLE,0.785340314
749357860,20180420,GOOGLE,0.785340314
749400601,20180420,STARBUCKS,0.787401575
749404762,20180420,VERIZON,0.793650794
749278922,20180420,LOCKHEED MARTIN,0.793650794
749282635,20180420,GOOGLE,0.796484482
749282634,20180420,GOOGLE,0.796484482
749282633,20180420,GOOGLE,0.796484482
749282636,20180420,GOOGLE,0.796484482
749282637,20180420,GOOGLE,0.796484482
749301640,20180420,CITIGROUP,0.81300813
749291906,20180420,GOOGLE,0.824742268
749244277,20180420,QUALCOMM,0.826446281
749244271,20180420,NVIDIA,0.826446281
749373554,20180420,DIRECTV,0.829493088
749373549,20180420,DIRECTV,0.829493088
749373553,20180420,DIRECTV,0.829493088
749373548,20180420,DIRECTV,0.829493088
749408866,20180420,RAYTHEON,0.836820084
749298655,20180420,GOOGLE,0.837520938
749307586,20180420,LA Z BOY,0.840336134
749454626,20180420,WALGREEN,0.840336134
749416453,20180420,GENERAL MILLS,0.845771144
749227183,20180420,NETFLIX,0.847457627
749272283,20180420,GOOGLE,0.848896435
749418274,20180420,MOTOROLA,0.862068966
749326757,20180420,BOEING,0.862068966
749420463,20180420,ABRAXIS BIOSCIENCE,0.862998921
749420462,20180420,ABRAXIS BIOSCIENCE,0.862998921
749351887,20180420,DISNEY,0.865800866
749439687,20180420,MOTOROLA,0.888730892
749439684,20180420,MOTOROLA,0.888730892
749439691,20180420,GOOGLE,0.888730892
749439689,20180420,MOTOROLA,0.888730892
749465155,20180420,NETFLIX,0.896860987
749465154,20180420,NETFLIX,0.896860987
749392714,20180420,GENERAL MILLS,0.903471232
749392716,20180420,GENERAL MILLS,0.903471232
749392710,20180420,GENERAL MILLS,0.903471232
749392717,20180420,GENERAL MILLS,0.903471232
749392713,20180420,GENERAL MILLS,0.903471232
749454625,20180420,MONSANTO,0.914913083
749396717,20180420,GOOGLE,0.930851064
749291904,20180420,GOOGLE,0.936680405
749222768,20180420,ANHEUSER BUSCH,0.94637224
749424178,20180420,GENERAL MILLS,0.947867299
749501180,20180420,INTEL CORPORATION,0.952380952
749443654,20180420,MICROSOFT,0.963391137
749443655,20180420,MICROSOFT,0.963391137
749485612,20180420,ALAMO GROUP,0.9765625
749322408,20180420,DISNEY,0.99009901
749322417,20180420,DISNEY,0.99009901
749251825,20180420,NETFLIX,0.992555831
749251824,20180420,NETFLIX,0.992555831
749251823,20180420,NETFLIX,0.992555831
749251826,20180420,NETFLIX,0.992555831
749322409,20180420,NETFLIX,1.030927835
749322410,20180420,NETFLIX,1.030927835
749322407,20180420,NETFLIX,1.030927835
749322412,20180420,NETFLIX,1.030927835
749322416,20180420,NETFLIX,1.030927835
749467032,20180420,GOOGLE,1.077586207
749467031,20180420,GOOGLE,1.077586207
749467029,20180420,GOOGLE,1.077586207
749269635,20180420,GOOGLE,1.077752117
749264686,20180420,LOCKHEED MARTIN,1.083032491
749264685,20180420,LOCKHEED MARTIN,1.083032491
749307588,20180420,LOCKHEED MARTIN,1.083591331
749307589,20180420,LOCKHEED MARTIN,1.083591331
749237912,20180420,NVIDIA,1.086956522
749268308,20180420,NETFLIX,1.094890511
749267337,20180420,COSTCO,1.095890411
749300027,20180420,MOTOROLA,1.098901099
749384755,20180420,LOCKHEED MARTIN,1.102941176
749342172,20180420,CITIGROUP,1.103752759
749361648,20180420,GOOGLE,1.114206128
749427886,20180420,GOOGLE,1.115023474
749373550,20180420,GOOGLE,1.123595506
749312110,20180420,GENERAL ELECTRIC,1.127819549
749491195,20180420,GOOGLE,1.136363636
749491196,20180420,GOOGLE,1.136363636
749491198,20180420,GOOGLE,1.136363636
749491197,20180420,GOOGLE,1.136363636
749495730,20180420,GOOGLE,1.143674053
749495731,20180420,GOOGLE,1.143674053
749467024,20180420,SOUTHWEST AIRLINES,1.149425287
749439693,20180420,GOOGLE,1.150895141
749316152,20180420,GOOGLE,1.153846154
749349844,20180420,GOOGLE,1.157024793
749288871,20180420,COCA COLA,1.164021164
749288864,20180420,COCA COLA,1.164021164
749288863,20180420,COCA COLA,1.164021164
749288872,20180420,COCA COLA,1.164021164
749450941,20180420,DISNEY,1.164483261
749328483,20180420,GOOGLE,1.169590643
749494298,20180420,VERIZON,1.171875
749491187,20180420,ARCHER DANIELS MIDLAND,1.176470588
749207490,20180420,ISHARES,1.179245283
749485622,20180420,INVESCO,1.179941003
749384771,20180420,GOOGLE,1.185770751
749392708,20180420,MICROSOFT,1.19047619
749384768,20180420,NEWS CORP,1.194029851
749384773,20180420,NEWS CORP,1.194029851
749450948,20180420,GOOGLE,1.199040767
749295112,20180420,LOCKHEED MARTIN,1.208474333
749476333,20180420,WELLS FARGO,1.219512195
749256059,20180420,BOEING,1.219512195
749384754,20180420,LOCKHEED MARTIN,1.219512195
749476337,20180420,WELLS FARGO,1.219512195
749476343,20180420,WELLS FARGO,1.219512195
749384759,20180420,DISNEY,1.22090805
749384758,20180420,DISNEY,1.22090805
749330376,20180420,LOCKHEED MARTIN,1.243781095
749454617,20180420,SOUTHWEST AIRLINES,1.298701299
749454624,20180420,BOEING,1.298701299
749454623,20180420,BOEING,1.298701299
749443647,20180420,WELLS FARGO,1.328021248
749376031,20180420,BLACKROCK,1.333333333
749367101,20180420,BOEING,1.333333333
749242719,20180420,DISNEY,1.339285714
749242721,20180420,DISNEY,1.339285714
749242720,20180420,DISNEY,1.339285714
749384765,20180420,QUALCOMM,1.340482574
749316149,20180420,NETFLIX,1.342281879
749326749,20180420,LITHIA MOTORS,1.355932203
749326750,20180420,LITHIA MOTORS,1.355932203
749222776,20180420,DISNEY,1.361386139
749459890,20180420,WELLS FARGO,1.395348837
749456450,20180420,GOOGLE,1.397205589
749220227,20180420,GOOGLE,1.408450704
749220224,20180420,GOOGLE,1.408450704
749220225,20180420,GOOGLE,1.408450704
749220226,20180420,GOOGLE,1.408450704
749437585,20180420,FRANKLIN TEMPLETON,1.433691756
749344119,20180420,MICROSOFT,1.438848921
749388827,20180420,WALGREEN,1.440249124
749388825,20180420,WALGREEN,1.440249124
749388821,20180420,MORGAN STANLEY,1.440249124
749277665,20180420,NVIDIA,1.447368421
749244276,20180420,GOOGLE,1.451612903
749369114,20180420,LOCKHEED MARTIN,1.453488372
749495727,20180420,GOOGLE,1.457321305
749495725,20180420,GOOGLE,1.457321305
749207500,20180420,GOLDMAN SACHS,1.464713715
749322422,20180420,GOOGLE,1.474926254
749245448,20180420,MATTEL,1.47601476
749245449,20180420,MATTEL,1.47601476
749272269,20180420,SOUTHWEST AIRLINES,1.479289941
749272279,20180420,SOUTHWEST AIRLINES,1.479289941
749264687,20180420,XEROX,1.484230056
749396718,20180420,GOOGLE,1.489361702
749416448,20180420,UNION CARBIDE,1.492537313
749400609,20180420,GOOGLE,1.503759398
749322421,20180420,GOOGLE,1.503759398
749316151,20180420,LOCKHEED MARTIN,1.506024096
749354056,20180420,GOOGLE,1.52027027
749298656,20180420,GOOGLE,1.527498073
749222772,20180420,MICROSOFT,1.542950514
749482027,20180420,GOOGLE,1.544401544
749357858,20180420,GOOGLE,1.54494382
749314041,20180420,WELLS FARGO,1.555209953
749222782,20180420,FORD MOTOR,1.555869873
749212523,20180420,BLACKROCK,1.555869873
749222781,20180420,FORD MOTOR,1.555869873
749207517,20180420,EXXON,1.558203483
749207516,20180420,EXXON,1.558203483
749450935,20180420,GENERAL ELECTRIC,1.5625
749297367,20180420,QUALCOMM,1.570680628
749297368,20180420,QUALCOMM,1.570680628
749297369,20180420,QUALCOMM,1.570680628
749400600,20180420,NETFLIX,1.587301587
749400599,20180420,NETFLIX,1.587301587
749396715,20180420,PFIZER,1.591895803
749467019,20180420,FORD MOTOR,1.612903226
749291901,20180420,GENERAL ELECTRIC,1.621621622
749291899,20180420,GENERAL ELECTRIC,1.621621622
749485614,20180420,ROYAL CARIBBEAN,1.62601626
749307591,20180420,GOOGLE,1.642335766
749258909,20180420,MICROSOFT,1.662707838
749268311,20180420,BOEING,1.663585952
749268310,20180420,BOEING,1.663585952
749247283,20180420,GOOGLE,1.670644391
749424188,20180420,LOCKHEED MARTIN,1.672240803
749424187,20180420,LOCKHEED MARTIN,1.672240803
749261867,20180420,FORD MOTOR,1.673640167
749443656,20180420,ARTHUR J. GALLAGHER,1.710115416
749253340,20180420,DISNEY,1.728395062
749488122,20180420,ROYAL CARIBBEAN,1.739130435
749488121,20180420,ROYAL CARIBBEAN,1.739130435
749342177,20180420,GOOGLE,1.744186047
749382696,20180420,GOOGLE,1.74563591
749288868,20180420,EMPIRE DISTRICT ELECTRIC CO,1.754385965
749439692,20180420,GOOGLE,1.7578125
749217983,20180420,SOUTHWEST AIRLINES,1.781170483
749354055,20180420,GOOGLE,1.806451613
749354054,20180420,GOOGLE,1.806451613
749280512,20180420,GOOGLE,1.807228916
749230914,20180420,GOOGLE,1.818181818
749230919,20180420,GOOGLE,1.818181818
749322414,20180420,RAYTHEON,1.818181818
749322413,20180420,RAYTHEON,1.818181818
749346211,20180420,GOOGLE,1.820728291
749404765,20180420,GOOGLE,1.829268293
749404766,20180420,GOOGLE,1.829268293
749212519,20180420,MORGAN STANLEY,1.836969001
749258913,20180420,GOOGLE,1.867219917
749418275,20180420,QUALCOMM,1.880877743
749485610,20180420,NETFLIX,1.886792453
749485613,20180420,NETFLIX,1.886792453
749314044,20180420,HEWLETT PACKARD,1.886792453
749485611,20180420,NETFLIX,1.886792453
749485624,20180420,NETFLIX,1.886792453
749227190,20180420,GENERAL ELECTRIC,1.904761905
749346199,20180420,MICROSOFT,1.910408432
749408872,20180420,GOOGLE,1.910828025
749293553,20180420,GOOGLE,1.916932907
749287331,20180420,GOOGLE,1.916932907
749408861,20180420,INVESCO,1.917808219
749232598,20180420,NETFLIX,1.923076923
749508204,20180420,GOOGLE,1.926782274
749508207,20180420,GOOGLE,1.926782274
749508206,20180420,GOOGLE,1.926782274
749508205,20180420,GOOGLE,1.926782274
749288876,20180420,GOOGLE,1.935483871
749338467,20180420,MICROSOFT,1.943844492
749338466,20180420,MICROSOFT,1.943844492
749498709,20180420,GOOGLE,1.949860724
749498708,20180420,GOOGLE,1.949860724
749435559,20180420,GOOGLE,1.952861953
749435558,20180420,GOOGLE,1.952861953
749435562,20180420,GOOGLE,1.952861953
749435560,20180420,GOOGLE,1.952861953
749435561,20180420,GOOGLE,1.952861953
749408867,20180420,NETFLIX,1.953125
749300025,20180420,GOOGLE,1.954397394
749300026,20180420,GOOGLE,1.954397394
749300028,20180420,GOOGLE,1.954397394
749489557,20180420,GOOGLE,1.956947162
749499843,20180420,MICROSOFT,1.960784314
749499844,20180420,GOOGLE,1.960784314
749320388,20180420,GOOGLE,1.993355482
749291903,20180420,GOOGLE,2
749408860,20180420,NETFLIX,2
749431634,20180420,NORTHROP GRUMMAN,2.010050251
749424176,20180420,DISNEY,2.015503876
749424182,20180420,NETFLIX,2.015503876
749424180,20180420,NETFLIX,2.015503876
749439685,20180420,GOOGLE,2.046783626
749470494,20180420,MICROSOFT,2.049780381
749454628,20180420,VERIZON,2.073365231
749282627,20180420,BANK OF AMERICA,2.073940487
749282630,20180420,BANK OF AMERICA,2.073940487
749301646,20180420,GOOGLE,2.104032729
749301641,20180420,MARTIN MARIETTA MATERIALS,2.106318957
749485620,20180420,ROYAL CARIBBEAN,2.109704641
749485621,20180420,ROYAL CARIBBEAN,2.109704641
749450942,20180420,NETFLIX,2.111584086
749361649,20180420,GOOGLE,2.160493827
749272267,20180420,METLIFE,2.166064982
749349836,20180420,HEWLETT PACKARD,2.173913043
749454618,20180420,PEPSICO,2.182952183
749454619,20180420,PEPSICO,2.182952183
749491186,20180420,MICROSOFT,2.188552189
749450940,20180420,NETFLIX,2.197802198
749272274,20180420,FORD MOTOR,2.209944751
749272280,20180420,FORD MOTOR,2.209944751
749234598,20180420,DISNEY,2.21402214
749234599,20180420,DISNEY,2.21402214
749230894,20180420,MATTEL,2.215189873
749295113,20180420,BOEING,2.222222222
749354051,20180420,MICROSOFT,2.222222222
749392704,20180420,INVESCO,2.226720648
749392706,20180420,INVESCO,2.226720648
749392709,20180420,INVESCO,2.226720648
749369107,20180420,BOEING,2.233808635
749493020,20180420,WELLS FARGO,2.23880597
749380333,20180420,METLIFE,2.240896359
749482025,20180420,RAYTHEON,2.259887006
749463600,20180420,COSTCO,2.267002519
749305384,20180420,AMERISOURCEBERGEN,2.27014756
749316150,20180420,NETFLIX,2.273550322
749404764,20180420,GOOGLE,2.321428571
749404763,20180420,GOOGLE,2.321428571
749435542,20180420,MORGAN STANLEY,2.335456476
749435554,20180420,MORGAN STANLEY,2.335456476
749427873,20180420,NETFLIX,2.337662338
749427879,20180420,NETFLIX,2.337662338
749373551,20180420,GOOGLE,2.34375
749227181,20180420,RAIT FINANCIAL TRUST,2.34741784
749324710,20180420,GOOGLE,2.354788069
749207522,20180420,VERIZON,2.356020942
749248817,20180420,MICROSOFT,2.366863905
749384752,20180420,SUNPOWER CORPORATION,2.37388724
749384753,20180420,SUNPOWER CORPORATION,2.37388724
749384751,20180420,SUNPOWER CORPORATION,2.37388724
749488118,20180420,BANK OF AMERICA,2.380952381
749420458,20180420,WELLS FARGO,2.380952381
749420457,20180420,WELLS FARGO,2.380952381
749488125,20180420,BANK OF AMERICA,2.380952381
749272268,20180420,MICROSOFT,2.449888641
749272277,20180420,MICROSOFT,2.449888641
749459891,20180420,MICROSOFT,2.477183833
749373528,20180420,BOEING,2.527075812
749463592,20180420,ROCKWELL AUTOMATION,2.53164557
749463597,20180420,ROCKWELL AUTOMATION,2.53164557
749346200,20180420,GENERAL ELECTRIC,2.564102564
749346201,20180420,GENERAL ELECTRIC,2.564102564
749285908,20180420,PFIZER,2.564102564
749369120,20180420,MOTOROLA,2.575107296
749332758,20180420,GOOGLE,2.580645161
749380338,20180420,RAYTHEON,2.591463415
749288870,20180420,REGAL BELOIT,2.635658915
749470503,20180420,GOOGLE,2.636916836
749470505,20180420,GOOGLE,2.636916836
749443653,20180420,NETFLIX,2.640264026
749450936,20180420,PEPSICO,2.664974619
749384756,20180420,PEPSICO,2.708803612
749384760,20180420,PEPSICO,2.708803612
749384761,20180420,PEPSICO,2.708803612
749384750,20180420,PEPSICO,2.708803612
749384762,20180420,PEPSICO,2.708803612
749384757,20180420,PEPSICO,2.708803612
749474583,20180420,GOOGLE,2.72479564
749247284,20180420,GOOGLE,2.729528536
749443650,20180420,INVESCO,2.755905512
749450939,20180420,COCA COLA,2.759526938
749450938,20180420,COCA COLA,2.759526938
749450932,20180420,COCA COLA,2.759526938
749298657,20180420,GOOGLE,2.787456446
749420465,20180420,GOOGLE,2.796725784
749420466,20180420,GOOGLE,2.796725784
749467026,20180420,ABIOMED,2.803738318
749467027,20180420,ABIOMED,2.803738318
749347863,20180420,GOOGLE,2.824133504
749215339,20180420,MATTEL,2.88184438
749215340,20180420,MATTEL,2.88184438
749443659,20180420,WELLS FARGO,2.882205514
749443663,20180420,WELLS FARGO,2.882205514
749443662,20180420,WELLS FARGO,2.882205514
749443660,20180420,WELLS FARGO,2.882205514
749443657,20180420,WELLS FARGO,2.882205514
749485629,20180420,LADENBURG THALMANN,2.885482417
749244274,20180420,BON TON STORES,2.904564315
749408864,20180420,METLIFE,2.919708029
749227184,20180420,NETFLIX,2.941176471
749482016,20180420,DISNEY,2.950819672
749482026,20180420,DISNEY,2.950819672
749424175,20180420,INVESCO,2.992957746
749424181,20180420,INVESCO,2.992957746
749424186,20180420,INVESCO,2.992957746
749447240,20180420,GENERAL MILLS,3.004291845
749275114,20180420,OCWEN FINANCIAL CORPORATION,3.142857143
749431630,20180420,TD AMERITRADE,3.142857143
749301649,20180420,GOOGLE,3.158559697
749376032,20180420,NETFLIX,3.169014085
749380330,20180420,NETFLIX,3.206650831
749380334,20180420,NETFLIX,3.206650831
749435543,20180420,STARBUCKS,3.229813665
749435547,20180420,STARBUCKS,3.229813665
749476336,20180420,MERRILL LYNCH,3.237410072
749373531,20180420,COSTCO,3.243243243
749285911,20180420,GOOGLE,3.255813953
749450946,20180420,GOOGLE,3.285714286
749493019,20180420,MICROSOFT,3.303303303
749376030,20180420,BOEING,3.313253012
749497094,20180420,INVESCO,3.333333333
749282626,20180420,NETFLIX,3.344481605
749282632,20180420,NETFLIX,3.344481605
749369106,20180420,DISNEY,3.382663848
749369112,20180420,DISNEY,3.382663848
749224992,20180420,ANHEUSER BUSCH,3.396603397
749224995,20180420,ANHEUSER BUSCH,3.396603397
749224997,20180420,ANHEUSER BUSCH,3.396603397
749224994,20180420,ANHEUSER BUSCH,3.396603397
749224993,20180420,ANHEUSER BUSCH,3.396603397
749224996,20180420,ANHEUSER BUSCH,3.396603397
749207504,20180420,NETFLIX,3.397027601
749412630,20180420,LOCKHEED MARTIN,3.417533432
749412631,20180420,LOCKHEED MARTIN,3.417533432
749291905,20180420,GOOGLE,3.428571429
749307590,20180420,LOCKHEED MARTIN,3.448275862
